Application Ref,Decision,Score,Risk Level,Approved Amount,Approved Term,Monthly Repayment,Total Repayable,Monthly Income,Monthly Expenses,Monthly Disposable,Post-Loan Disposable,Months Observed,Overdraft Days per Month,Income Stability Score,Risk Flags,Decline Reasons,Affordability Score,Income Quality Score,Account Conduct Score,Risk Indicators Score
Record_675777,REFER,65.5,Low,0,0,0,0,1889.75,1808.41,81.34,-35.33,13,15.77,98.6,Active HCSTC (90d): 3 lenders; Overdraft: 205 days; High DTI: 42.6%,,10,35,15.5,5
Record_676137,APPROVE,79.8,Low,350,5,140,700,9769.96,1149.97,8619.99,8479.99,13,12.38,68.9,Active HCSTC (90d): 2 lenders; Overdraft: 161 days,,30,23.3,15.5,11
Record_676342,REFER,80.3,Low,0,0,0,0,5612.2,4317.01,1295.19,1178.52,13,1.15,72.2,Active HCSTC (90d): 4 lenders; Overdraft: 15 days,,30,27.8,19.5,3
Record_676411,REFER,65.3,Low,0,0,0,0,3861.99,4468.11,-606.12,-722.79,13,0,82,Failed payments (45d): 1; High DTI: 44.7%,,8,31.8,17.5,8
Record_676432,REFER,82.7,Low,0,0,0,0,2463.75,1951.27,512.48,395.81,12,0.5,80.1,Active HCSTC (90d): 7 lenders; High DTI: 48.6%,,26,30.2,19.5,7
Record_676443,REFER,70.3,Low,0,0,0,0,4214.33,1840.7,2373.63,2256.96,13,22.46,95.9,Active HCSTC (90d): 2 lenders; Failed payments (45d): 2; Overdraft: 292 days,,28,31.8,5.5,5
Record_676711,REFER,71.8,Low,0,0,0,0,10803.57,9155.99,1647.58,1530.91,13,17.77,86.8,Gambling: 0.1% of income; Active HCSTC (90d): 7 lenders; Failed payments (45d): 2; Overdraft: 231 days,,30,31.8,5.5,4.5
Record_676796,APPROVE,76.3,Low,350,6,116.67,700,7168.18,3918.41,3249.76,3133.09,13,2.31,57,Active HCSTC (90d): 1 lenders; Overdraft: 30 days,,30,17.8,19.5,9
Record_677048,REFER,60.3,Low,0,0,0,0,4163.79,2074.9,2088.89,1972.22,13,24.15,59.1,Active HCSTC (90d): 4 lenders; Failed payments (45d): 2; Overdraft: 314 days,,30,17.8,5.5,7
Record_677111,REFER,84.3,Low,0,0,0,0,2451.69,1433.76,1017.93,901.27,12,3.25,95.5,Active HCSTC (90d): 3 lenders; Overdraft: 39 days,,30,31.8,17.5,5
Record_677141,REFER,52.3,High,0,0,0,0,4005.57,4280.35,-274.78,-391.45,13,21.31,72.5,Active HCSTC (90d): 6 lenders; Failed payments (45d): 2; Overdraft: 277 days,,12,27.8,5.5,7
Record_677244,REFER,50.7,High,0,0,0,0,8657.06,4057.85,4599.2,4482.54,12,21.67,32.2,Active HCSTC (90d): 3 lenders; Failed payments (45d): 2; Overdraft: 260 days,,28,10.2,5.5,7
Record_677302,DECLINE,0,Very High,0,0,0,0,4663.59,2227.98,2435.61,2318.94,13,3,0,,Behavioural gate: extremely low income stability score (0.0 < 25),,,,
Record_677317,REFER,52.8,High,0,0,0,0,9338.5,10195.74,-857.23,-973.9,13,1.69,33.3,Active HCSTC (90d): 2 lenders; Overdraft: 22 days,,12,11.8,19.5,9.5
Record_677338,REFER,54.7,High,0,0,0,0,6897.89,4642.38,2255.51,2138.84,13,0.15,43.1,Active HCSTC (90d): 10 lenders; Failed payments (45d): 1,,28,10.2,9.5,7
Record_677393,APPROVE,78.8,Low,350,6,116.67,700,4340.71,2559.73,1780.98,1664.31,13,0.54,65.3,Active HCSTC (90d): 1 lenders,,30,20.8,19.5,8.5
Record_677490,REFER,63.2,Low,0,0,0,0,2478.35,2476.53,1.82,-114.85,13,0.38,61.5,Active HCSTC (90d): 1 lenders,,12,22.2,19.5,9.5
Record_677567,REFER,86.7,Low,0,0,0,0,2288.47,1913.33,375.14,258.47,12,0.75,89,Active HCSTC (90d): 4 lenders,,30,30.2,19.5,7
Record_677747,REFER,70.3,Low,0,0,0,0,3491.55,3615.64,-124.09,-240.76,13,0.08,93.3,,,12,31.8,19.5,7
Record_678023,REFER,74.7,Low,0,0,0,0,3937.6,1785.45,2152.15,2035.49,5,0.8,60.2,Active HCSTC (90d): 4 lenders,,30,22.2,19.5,3
Record_678191,REFER,60.3,Low,0,0,0,0,2989.35,4003.55,-1014.2,-1130.86,13,5.15,63.8,Active HCSTC (90d): 1 lenders; Failed payments (45d): 1; Overdraft: 67 days,,12,23.8,13.5,11
Record_678234,APPROVE,88.8,Low,350,6,116.67,700,2870.95,1746.67,1124.29,1007.62,13,0.69,93.1,Active HCSTC (90d): 2 lenders,,30,31.8,19.5,7.5
Record_678288,REFER,64.726,Low,0,0,0,0,3134.87,2976.08,158.8,42.13,13,21.77,87.9,Active HCSTC (90d): 8 lenders; Failed payments (45d): 2; Overdraft: 283 days,,22.426000000000002,31.8,5.5,5
Record_678484,REFER,82.3,Low,0,0,0,0,2417.61,2177.53,240.08,123.41,13,0.54,88.9,Active HCSTC (90d): 7 lenders,,28,31.8,19.5,3
Record_678524,REFER,64.856,Low,0,0,0,0,3338.94,3219.5,119.45,2.78,13,18.31,90.3,Active HCSTC (90d): 27 lenders; Overdraft: 238 days,,14.556,31.8,15.5,3
Record_678599,REFER,86.7,Low,0,0,0,0,2731.16,1809.3,921.86,805.2,13,0,96.2,Active HCSTC (90d): 6 lenders,,30,30.2,21.5,5
Record_678747,REFER,42,High,0,0,0,0,0,0,0,-116.67,7,2.71,59.8,Overdraft: 19 days; High DTI: 100.0%,,0,12.5,19.5,10
Record_678792,APPROVE,83.4,Low,350,5,140,700,4546.83,2881.52,1665.31,1525.31,13,0,62.2,Active HCSTC (90d): 3 lenders,,30,24.9,21.5,7
Record_678840,REFER,81.8,Low,0,0,0,0,3044.1,2873.66,170.44,53.77,9,2.89,79.3,Active HCSTC (90d): 8 lenders; Overdraft: 26 days,,26,27.8,19.5,8.5
Record_679170,APPROVE,66.8,Low,350,5,140,700,2889.47,561.1,2328.38,2188.38,12,6.25,40.3,Overdraft: 75 days,,30,9.3,15.5,12
Record_679345,REFER,78.3,Low,0,0,0,0,8281.27,4275.75,4005.52,3888.85,13,0,65.1,Active HCSTC (90d): 4 lenders,,30,23.8,21.5,3
Record_679382,REFER,69.8,Low,0,0,0,0,6985.59,2849.08,4136.51,4019.85,2,15.5,50,Active HCSTC (90d): 1 lenders; Failed payments (45d): 1; Overdraft: 31 days,,30,15.3,15.5,9
Record_679556,REFER,74.3,Low,0,0,0,0,3439.07,3844.07,-405,-521.66,6,0.5,81.9,Active HCSTC (90d): 1 lenders,,12,31.8,19.5,11
Record_679906,REFER,65.7,Low,0,0,0,0,4690.86,3370.84,1320.02,1203.36,12,16.5,60.3,Failed payments (45d): 2; Overdraft: 198 days,,30,22.2,5.5,8
Record_680356,REFER,74.7,Low,0,0,0,0,3298.1,2951.79,346.31,229.64,13,1.92,68.7,Active HCSTC (90d): 5 lenders; Overdraft: 25 days,,30,22.2,19.5,3
Record_680433,REFER,78.3,Low,0,0,0,0,3163.51,2766.1,397.42,280.75,13,14.38,84.1,Active HCSTC (90d): 8 lenders; Overdraft: 187 days,,28,31.8,15.5,3
Record_680470,REFER,60.7,Low,0,0,0,0,5464.49,4514.27,950.22,833.55,13,11.23,67.5,Active HCSTC (90d): 3 lenders; Failed payments (45d): 2; Overdraft: 146 days,,30,22.2,5.5,3
Record_680543,REFER,60.3,Low,0,0,0,0,12185.04,9623.23,2561.81,2445.15,13,11.92,46.9,Active HCSTC (90d): 20 lenders; Overdraft: 155 days,,30,11.8,15.5,3
Record_681001,REFER,50.3,High,0,0,0,0,6189.48,3793.96,2395.51,2278.85,13,13.15,47.5,Active HCSTC (90d): 5 lenders; Failed payments (45d): 2; Overdraft: 171 days,,30,11.8,5.5,3
Record_681090,REFER,80.2,Low,0,0,0,0,1152.88,730.1,422.79,306.12,13,3.62,70.9,Overdraft: 47 days,,30,21.7,17.5,11
Record_681161,REFER,80.3,Low,0,0,0,0,6855.89,6293.48,562.41,445.74,13,11.92,64.8,Active HCSTC (90d): 2 lenders; Overdraft: 155 days,,30,23.8,15.5,11
Record_681294,REFER,76.7,Low,0,0,0,0,2222.41,1521.31,701.1,584.43,13,0.85,66.4,Active HCSTC (90d): 1 lenders; Overdraft: 11 days,,28,22.2,19.5,7
Record_681333,REFER,62.7,Low,0,0,0,0,2939.81,3057.2,-117.39,-234.05,13,17.23,85.4,Active HCSTC (90d): 10 lenders; Overdraft: 224 days,,12,30.2,15.5,5
Record_681472,REFER,80.3,Low,0,0,0,0,4716.29,3567.82,1148.47,1031.8,13,16.31,80.7,Active HCSTC (90d): 5 lenders; Overdraft: 212 days,,30,31.8,15.5,3
Record_681541,REFER,86.3,Low,0,0,0,0,2517.41,1902,615.41,498.75,12,1.17,96.6,Active HCSTC (90d): 5 lenders; Overdraft: 14 days,,30,31.8,19.5,5
Record_681637,DECLINE,0,Very High,0,0,0,0,1861.54,517.68,1343.86,1227.19,12,15.67,0,,Behavioural gate: extremely low income stability score (0.0 < 25),,,,
Record_681654,REFER,56.2,High,0,0,0,0,2226.91,2300.26,-73.34,-190.01,13,17.46,97,Active HCSTC (90d): 9 lenders; Overdraft: 227 days; High DTI: 41.8%,,8,27.7,15.5,5
Record_681861,REFER,78.3,Low,0,0,0,0,5079.13,2716.8,2362.33,2245.66,13,10.23,81.5,Active HCSTC (90d): 4 lenders; Overdraft: 133 days,,30,31.8,13.5,3
Record_681958,APPROVE,69.3,Low,350,5,140,700,6171.73,2283.17,3888.56,3748.56,7,5.71,39.4,Active HCSTC (90d): 1 lenders; Overdraft: 40 days,,30,10.8,17.5,11
Record_682210,REFER,48.7,High,0,0,0,0,3342.58,3740.6,-398.02,-514.68,13,16.38,68.2,Gambling: 0.5% of income; Active HCSTC (90d): 5 lenders; Overdraft: 213 days,,10,22.2,15.5,1
Record_682412,APPROVE,75.8,Low,350,5,140,700,3140.08,2467.42,672.66,532.66,2,11.5,50,Active HCSTC (90d): 2 lenders; Overdraft: 23 days,,30,17.3,19.5,9
Record_682419,REFER,76.3,Low,0,0,0,0,6156.88,3721.76,2435.12,2318.45,13,14.77,73.4,Active HCSTC (90d): 25 lenders; Overdraft: 192 days,,28,27.8,15.5,5
Record_682438,REFER,62.3,Low,0,0,0,0,4750.72,3555.77,1194.94,1078.28,13,4.69,33.2,Active HCSTC (90d): 6 lenders; Overdraft: 61 days,,28,11.8,15.5,7
Record_682585,REFER,55.8,High,0,0,0,0,2442.57,2501.96,-59.38,-176.05,12,10.25,84.1,Active HCSTC (90d): 3 lenders; Overdraft: 123 days; High DTI: 40.5%,,8,29.3,15.5,3
Record_683177,REFER,88.3,Low,0,0,0,0,12225.51,7683.07,4542.44,4425.77,13,0.08,89.5,Active HCSTC (90d): 6 lenders,,30,31.8,19.5,7
Record_683244,APPROVE,89.7,Low,350,6,116.67,700,4036.22,2082.28,1953.94,1837.27,13,0,73.3,,,30,26.2,21.5,12
Record_683305,APPROVE,80.2,Low,350,6,116.67,700,10533.6,2480.21,8053.39,7936.72,13,18.23,78.5,Overdraft: 237 days,,30,23.7,15.5,11
Record_683378,APPROVE,78.2,Low,350,5,140,700,2385.44,495.82,1889.63,1749.63,13,1.77,68.1,Overdraft: 23 days,,30,17.7,19.5,11
Record_683419,REFER,66.8,Low,0,0,0,0,5862.3,5190.64,671.66,554.99,13,18.08,68.6,Active HCSTC (90d): 3 lenders; Overdraft: 235 days,,28,23.8,5.5,9.5
Record_683503,REFER,80.3,Low,0,0,0,0,3061.07,2223.44,837.63,720.96,13,5.08,82.7,Active HCSTC (90d): 27 lenders; Overdraft: 66 days,,30,31.8,15.5,3
Record_683534,REFER,53,High,0,0,0,0,612.1,923.2,-311.1,-427.76,2,2,50,Active HCSTC (90d): 3 lenders,,12,14,19.5,7.5
Record_683587,REFER,72.7,Low,0,0,0,0,3741.76,3001.59,740.18,623.51,13,13.46,77.8,Active HCSTC (90d): 9 lenders; Overdraft: 175 days,,28,26.2,15.5,3
Record_683598,REFER,73.3,Low,0,0,0,0,3772.44,3290.46,481.98,365.32,13,1.23,77.7,Active HCSTC (90d): 11 lenders; Overdraft: 16 days; High DTI: 57.9%,,23,27.8,19.5,3
Record_683663,DECLINE,0,Very High,0,0,0,0,10414.99,3054.16,7360.83,7244.16,13,14.31,21.4,,Behavioural gate: extremely low income stability score (21.4 < 25),,,,
Record_683685,REFER,80.2,Low,0,0,0,0,3584.71,2419.61,1165.1,1048.43,13,2.85,95.9,Active HCSTC (90d): 3 lenders; Overdraft: 37 days,,30,27.7,17.5,5
Record_683853,APPROVE,79.3,Low,350,6,116.67,700,4128.9,1695.05,2433.86,2317.19,13,3.38,66.6,Overdraft: 44 days,,30,23.8,17.5,8
Record_683935,REFER,60.2,Low,0,0,0,0,3765.38,2689.65,1075.73,959.06,13,20.77,67.4,Active HCSTC (90d): 9 lenders; Failed payments (45d): 1; Overdraft: 270 days,,28,19.7,5.5,7
Record_684191,REFER,88.3,Low,0,0,0,0,8415.49,6539.81,1875.68,1759.01,13,0,87.9,Active HCSTC (90d): 5 lenders,,30,31.8,21.5,5
Record_684194,REFER,77.8,Low,0,0,0,0,5188.86,2188.34,3000.52,2883.85,13,10.23,89,Active HCSTC (90d): 4 lenders; Overdraft: 133 days,,30,29.3,15.5,3
Record_684223,REFER,41.7,High,0,0,0,0,1892.33,2395,-502.67,-619.34,13,18.54,57,Active HCSTC (90d): 3 lenders; Overdraft: 241 days; High DTI: 52.9%,,5,16.2,15.5,5
Record_684413,REFER,68.3,Low,0,0,0,0,5021.41,3556.41,1465,1348.33,13,12.85,81.2,Active HCSTC (90d): 7 lenders; Failed payments (45d): 1; Overdraft: 167 days,,28,31.8,5.5,3
Record_684414,REFER,47.3,High,0,0,0,0,4058.21,3851.09,207.11,90.45,13,24.69,56.3,Active HCSTC (90d): 18 lenders; Failed payments (45d): 1; Overdraft: 321 days; High DTI: 51.7%,,21,17.8,5.5,3
Record_684982,REFER,82.3,Low,0,0,0,0,3593.26,2696.83,896.43,779.76,13,10.23,91.9,Active HCSTC (90d): 13 lenders; Overdraft: 133 days,,30,31.8,15.5,5
Record_685007,APPROVE,87.2,Low,350,6,116.67,700,6175.33,2296.78,3878.56,3761.89,13,0.54,94.9,Active HCSTC (90d): 3 lenders,,30,30.2,19.5,7.5
Record_685109,REFER,70.7,Low,0,0,0,0,7008.11,3899.05,3109.05,2992.39,13,22,89.9,Active HCSTC (90d): 8 lenders; Failed payments (45d): 1; Overdraft: 286 days,,28,30.2,5.5,7
Record_685125,REFER,62.7,Low,0,0,0,0,5052.8,5928.88,-876.08,-992.75,11,0,70.8,Active HCSTC (90d): 4 lenders; High DTI: 46.5%,,8,26.2,21.5,7
Record_685238,REFER,76.3,Low,0,0,0,0,17584.27,9706.36,7877.91,7761.24,13,20,68.5,Active HCSTC (90d): 8 lenders; Overdraft: 260 days,,30,23.8,15.5,7
Record_685386,REFER,66.3,Low,0,0,0,0,5813.8,5153.55,660.25,543.58,13,23.54,87.3,Gambling: 0.7% of income; Active HCSTC (90d): 4 lenders; Failed payments (45d): 2; Overdraft: 306 days; High DTI: 49.3%,,26,31.8,5.5,3
Record_685901,APPROVE,68.8,Low,350,5,140,700,3810.01,1380.68,2429.33,2289.33,13,4.23,58.1,Overdraft: 55 days,,30,13.3,17.5,8
Record_685912,REFER,82.3,Low,0,0,0,0,3076.53,1844.06,1232.47,1115.81,13,18.62,89.3,Active HCSTC (90d): 6 lenders; Overdraft: 242 days,,30,31.8,15.5,5
Record_686007,REFER,82.3,Low,0,0,0,0,7480.67,4279.26,3201.42,3084.75,13,17.46,80.9,Active HCSTC (90d): 8 lenders; Overdraft: 227 days,,30,31.8,15.5,5
Record_686194,DECLINE,0,Very High,0,0,0,0,1907.27,536.2,1371.06,1254.4,12,0.58,0,,Behavioural gate: extremely low income stability score (0.0 < 25),,,,
Record_686444,REFER,49.8,High,0,0,0,0,3026.81,3728.57,-701.76,-818.43,13,24.54,94.7,Active HCSTC (90d): 7 lenders; Failed payments (45d): 1; Overdraft: 319 days,,10,29.3,5.5,5
Record_686499,REFER,86.3,Low,0,0,0,0,5232.75,3354.67,1878.08,1761.41,13,4.46,90.3,Active HCSTC (90d): 8 lenders; Overdraft: 58 days,,30,31.8,17.5,7
Record_686622,REFER,48.7,High,0,0,0,0,3257.14,4425.89,-1168.75,-1285.42,13,13.38,66.5,Active HCSTC (90d): 2 lenders; Failed payments (45d): 1; Overdraft: 174 days,,12,22.2,5.5,9
Record_686687,REFER,76.7,Low,0,0,0,0,3988.4,2585.89,1402.51,1285.84,13,8.85,72.8,Active HCSTC (90d): 10 lenders; Overdraft: 115 days,,30,26.2,15.5,5
Record_686772,REFER,90.3,Low,0,0,0,0,5603.55,5264.01,339.54,222.87,13,1.31,92.1,Active HCSTC (90d): 1 lenders; Overdraft: 17 days,,30,31.8,19.5,9
Record_686989,APPROVE,74.3,Low,350,6,116.67,700,4319.85,776.07,3543.79,3427.12,13,17.77,83.9,Failed payments (45d): 1; Overdraft: 231 days,,30,31.8,5.5,7
Record_687127,REFER,58.7,High,0,0,0,0,4255.18,4316.41,-61.23,-177.89,13,15.62,84.4,Active HCSTC (90d): 4 lenders; Overdraft: 203 days; High DTI: 44.2%,,8,30.2,15.5,5
Record_687144,REFER,68.8,Low,0,0,0,0,3051.39,4681.17,-1629.78,-1746.45,12,1.08,85.4,Overdraft: 13 days,,12,29.3,19.5,8
Record_687198,APPROVE,76.9,Low,350,5,140,700,3211,492.87,2718.13,2578.13,2,1,50,,,30,17.4,19.5,10
Record_687328,APPROVE,89.3,Low,350,5,140,700,2533.73,1638.22,895.51,755.51,13,3.54,87.5,Active HCSTC (90d): 1 lenders; Overdraft: 46 days,,30,30.8,17.5,11
Record_687351,APPROVE,90.3,Low,350,6,116.67,700,2388.22,1815.3,572.93,456.26,13,1.54,96.6,Overdraft: 20 days,,30,31.8,19.5,9
Record_687523,REFER,57.8,High,0,0,0,0,3032.41,3714.39,-681.98,-798.64,13,2,94.7,Active HCSTC (90d): 1 lenders; Overdraft: 26 days; High DTI: 81.1%,,0,29.3,19.5,9
Record_687676,REFER,82.7,Low,0,0,0,0,3651.71,2378,1273.71,1157.05,13,2.08,84.5,Active HCSTC (90d): 3 lenders; Overdraft: 27 days,,30,30.2,19.5,3
Record_688023,REFER,44.3,High,0,0,0,0,3816.26,4723.16,-906.91,-1023.57,13,23.38,77.9,Active HCSTC (90d): 5 lenders; Failed payments (45d): 1; Overdraft: 304 days; High DTI: 41.3%,,8,27.8,5.5,3
Record_688182,REFER,77.8,Low,0,0,0,0,3647.05,3011.76,635.29,518.62,13,16.08,76.2,Active HCSTC (90d): 1 lenders; Overdraft: 209 days; High DTI: 43.0%,,26,25.3,15.5,11
Record_688305,REFER,71.4,Low,0,0,0,0,5086.87,616.18,4470.69,4354.02,2,0.5,50,Active HCSTC (90d): 7 lenders,,30,16.9,19.5,5
Record_688405,REFER,80.3,Low,0,0,0,0,4385.84,3484.12,901.72,785.05,13,4.92,88.7,Active HCSTC (90d): 11 lenders; Overdraft: 64 days,,28,31.8,15.5,5
Record_688507,APPROVE,78.4,Low,350,5,140,700,4007.26,120.67,3886.59,3746.59,13,0.92,56.5,Overdraft: 12 days,,30,18.9,19.5,10
Record_688679,REFER,50.7,High,0,0,0,0,6272.17,4078.83,2193.34,2076.68,13,19.46,33.1,Active HCSTC (90d): 5 lenders; Failed payments (45d): 2; Overdraft: 253 days,,30,10.2,5.5,5
Record_688815,REFER,61.8,Low,0,0,0,0,5854.7,9351.52,-3496.81,-3613.48,11,15.36,94.9,Active HCSTC (90d): 4 lenders; Overdraft: 169 days,,12,29.3,15.5,5
Record_688846,REFER,86.3,Low,0,0,0,0,6942.72,5340.4,1602.32,1485.65,13,1.85,89.4,Active HCSTC (90d): 7 lenders; Overdraft: 24 days,,30,31.8,19.5,5
Record_688847,REFER,64.3,Low,0,0,0,0,6634.82,4891.07,1743.75,1627.08,13,23.08,67.7,Active HCSTC (90d): 21 lenders; Failed payments (45d): 1; Overdraft: 300 days,,28,23.8,5.5,7
Record_688881,REFER,56.4,High,0,0,0,0,2077.25,2698.7,-621.44,-738.11,12,12.08,97.8,Active HCSTC (90d): 2 lenders; Overdraft: 145 days; High DTI: 51.0%,,5,30.9,15.5,5
Record_688968,APPROVE,76.9,Low,350,5,140,700,2650,836.72,1813.28,1673.28,2,8,50,Active HCSTC (90d): 1 lenders; Overdraft: 16 days,,30,18.4,19.5,9
Record_688984,REFER,66.7,Low,0,0,0,0,2921.84,2637.94,283.9,167.23,13,0.23,34.4,Active HCSTC (90d): 2 lenders,,26,10.2,19.5,11
Record_689062,APPROVE,81.8,Low,350,6,116.67,700,6986.71,4904.51,2082.2,1965.53,13,8.23,87.2,Active HCSTC (90d): 2 lenders; Overdraft: 107 days,,30,29.3,15.5,7
Record_689141,APPROVE,84.3,Low,350,6,116.67,700,2563.69,2269.92,293.76,177.09,13,16.31,90.4,Active HCSTC (90d): 1 lenders; Overdraft: 212 days,,28,31.8,15.5,9
Record_689228,APPROVE,87.3,Low,350,5,140,700,2633.6,2195.27,438.32,298.32,8,7.38,94.9,Overdraft: 59 days,,30,29.8,17.5,10
Record_689256,REFER,64.7,Low,0,0,0,0,4497.23,1921.37,2575.86,2459.19,13,13.08,77.5,Gambling: 14.2% of income; Active HCSTC (90d): 5 lenders; Overdraft: 170 days,,30,26.2,15.5,-7
Record_689322,REFER,74.2,Low,0,0,0,0,5699.31,3213.86,2485.45,2368.78,13,10.85,89.5,Active HCSTC (90d): 8 lenders; Overdraft: 141 days; High DTI: 40.4%,,26,27.7,15.5,5
Record_689401,REFER,74.3,Low,0,0,0,0,3516.38,2201.72,1314.66,1197.99,13,15.38,65.2,Active HCSTC (90d): 6 lenders; Overdraft: 200 days,,28,23.8,15.5,7
Record_689462,APPROVE,90.9,Low,350,6,116.67,700,5521.84,2766.58,2755.26,2638.59,12,0.17,83.7,,,30,33.4,19.5,8
Record_689514,REFER,84.3,Low,0,0,0,0,5660.78,3415.78,2245,2128.33,13,0.15,88.2,Active HCSTC (90d): 4 lenders,,30,31.8,19.5,3
Record_689573,REFER,66.7,Low,0,0,0,0,10736.05,2245.42,8490.64,8373.97,13,0.38,48.1,Active HCSTC (90d): 4 lenders,,30,10.2,19.5,7
Record_689771,APPROVE,79.2,Low,350,6,116.67,700,2979.75,2411.19,568.56,451.89,7,5.57,66.2,Active HCSTC (90d): 3 lenders; Overdraft: 39 days,,30,22.2,17.5,9.5
Record_690011,DECLINE,0,Very High,0,0,0,0,1311.67,29.01,1282.66,1165.99,11,4.09,22.3,,Behavioural gate: extremely low income stability score (22.3 < 25),,,,
Record_690101,APPROVE,88.3,Low,350,6,116.67,700,2314.14,1858.51,455.62,338.95,13,0.23,92.5,Active HCSTC (90d): 1 lenders,,30,29.3,19.5,9.5
Record_690201,APPROVE,88.8,Low,350,6,116.67,700,2698.44,2002.73,695.71,579.04,13,18.38,96.2,Overdraft: 239 days,,30,31.8,15.5,11.5
Record_690216,REFER,78.3,Low,0,0,0,0,2852.55,2117.35,735.2,618.53,13,0.38,71.3,Active HCSTC (90d): 4 lenders,,28,27.8,19.5,3
Record_690293,APPROVE,88.7,Low,350,6,116.67,700,7034.53,4645.39,2389.14,2272.47,13,0,90.1,Active HCSTC (90d): 2 lenders,,30,30.2,21.5,7
Record_690412,REFER,74.2,Low,0,0,0,0,2739.67,2083.42,656.26,539.59,13,12.69,86.8,Active HCSTC (90d): 19 lenders; Overdraft: 165 days,,28,27.7,15.5,3
Record_690473,REFER,84.3,Low,0,0,0,0,8163.92,3923.58,4240.34,4123.67,13,15.92,83.6,Active HCSTC (90d): 4 lenders; Overdraft: 207 days,,30,31.8,15.5,7
Record_690599,APPROVE,86.3,Low,350,6,116.67,700,4760.58,3670.07,1090.51,973.84,13,4.92,95.8,Active HCSTC (90d): 2 lenders; Overdraft: 64 days,,30,31.8,15.5,9
Record_690657,APPROVE,82.3,Low,350,6,116.67,700,3295.85,2345.46,950.39,833.72,12,0,71.7,Active HCSTC (90d): 2 lenders,,30,27.8,21.5,3
Record_690888,REFER,72.3,Low,0,0,0,0,6078.66,5690.34,388.32,271.65,13,15.15,69,Active HCSTC (90d): 11 lenders; Overdraft: 197 days; High DTI: 46.6%,,26,23.8,15.5,7
Record_690911,REFER,58.3,High,0,0,0,0,2719.19,2721.19,-2,-118.67,13,15.77,65.2,Active HCSTC (90d): 2 lenders; Overdraft: 205 days,,12,23.8,15.5,7
Record_691379,REFER,84.3,Low,0,0,0,0,16824.49,10946.34,5878.15,5761.49,13,0.23,72.1,Active HCSTC (90d): 9 lenders,,30,27.8,19.5,7
Record_691579,REFER,80.7,Low,0,0,0,0,3674.48,2600.73,1073.75,957.08,13,18.46,85.2,Overdraft: 240 days,,28,30.2,15.5,7
Record_691585,APPROVE,87.8,Low,350,6,116.67,700,7542.11,3382.73,4159.38,4042.71,13,4.38,82.2,Active HCSTC (90d): 2 lenders; Overdraft: 57 days,,30,29.3,17.5,11
Record_691662,APPROVE,80.3,Low,350,6,116.67,700,4369.89,1091.11,3278.78,3162.11,13,18.92,84.8,Active HCSTC (90d): 2 lenders; Overdraft: 246 days,,30,31.8,15.5,3
Record_691868,REFER,80.7,Low,0,0,0,0,4912.76,4373.44,539.32,422.65,13,13.92,94.5,Active HCSTC (90d): 8 lenders; Overdraft: 181 days,,30,30.2,15.5,5
Record_692146,DECLINE,0,Very High,0,0,0,0,4896.15,4362.03,534.11,417.45,13,3.54,4.4,,Behavioural gate: extremely low income stability score (4.4 < 25),,,,
Record_692206,REFER,92.3,Low,0,0,0,0,3581.01,1566.56,2014.45,1897.78,13,0.23,93.3,,,30,31.8,19.5,11
Record_692567,APPROVE,78.2,Low,350,6,116.67,700,4296.3,3461.48,834.83,718.16,13,8.77,79.2,Gambling: 0.1% of income; Overdraft: 114 days,,30,26.2,15.5,6.5
Record_692593,REFER,70.3,Low,0,0,0,0,11847.6,7081.08,4766.52,4649.85,13,6.54,51.3,Active HCSTC (90d): 2 lenders; Overdraft: 85 days,,30,15.3,15.5,9.5
Record_692609,REFER,85.9,Low,0,0,0,0,2516.23,1516.2,1000.03,883.36,13,4,94,Active HCSTC (90d): 5 lenders; Overdraft: 52 days,,30,33.4,17.5,5
Record_692694,REFER,82.3,Low,0,0,0,0,2969.8,2391.06,578.74,462.07,13,17,96.7,Active HCSTC (90d): 3 lenders; Overdraft: 221 days,,30,31.8,15.5,5
Record_692855,REFER,84.3,Low,0,0,0,0,7733.58,4662.55,3071.03,2954.37,13,0.54,73.1,Active HCSTC (90d): 7 lenders,,30,27.8,19.5,7
Record_692886,REFER,83.8,Low,0,0,0,0,3046.53,2707.18,339.35,222.68,13,3,92.6,Active HCSTC (90d): 6 lenders; Overdraft: 39 days,,30,29.3,17.5,7
Record_692895,REFER,68.3,Low,0,0,0,0,14258.08,2932.98,11325.09,11208.43,9,0.67,49.3,Active HCSTC (90d): 7 lenders,,30,11.8,19.5,7
Record_693191,APPROVE,86.8,Low,350,5,140,700,3469.54,1911.76,1557.78,1417.78,12,3.25,80.6,Overdraft: 39 days,,30,31.3,17.5,8
Record_693555,DECLINE,0,Very High,0,0,0,0,5030.33,3523.72,1506.62,1389.95,13,9,4.8,,Behavioural gate: extremely low income stability score (4.8 < 25),,,,
Record_693593,REFER,82.7,Low,0,0,0,0,4710.68,3278.07,1432.61,1315.94,13,3.31,92.6,Active HCSTC (90d): 4 lenders; Overdraft: 43 days,,30,30.2,17.5,5
Record_693595,REFER,71.3,Low,0,0,0,0,3438.92,4210.43,-771.51,-888.18,13,1,84.1,Overdraft: 13 days,,12,31.8,19.5,8
